7	551544727	64	1447206426
37	605120018	21	1439332308
7	551544727	63	1439734917
4	02680616	20	1433133739
27	37808162	60	1427694495
31	49825131	49	1455993348
24	00252732	91	1440002206
39	00252732	67	1427971489
25	16590925	15	1456597861
1	688750102	99	1439174719
34	49825131	60	1431501328
10	605120018	66	1450176881
10	605120018	79	1433778275
25	37808162	70	1443523052
2	688750102	16	1431575225
21	00252732	70	1430630118
23	37808162	13	1450583822
13	05970148	72	1449968363
39	61787188	39	1429106504
8	05970148	8	1448361319
11	551544727	25	1441346817
17	208021500	39	1449058790
13	02680616	94	1448449356
25	208021500	36	1434487676
20	37808162	13	1449846210
24	00252732	78	1448982065
40	16590925	78	1446475776
36	551544727	76	1442666942
23	551544727	56	1452005752
35	551544727	39	1432873412
25	37808162	100	1445393435
21	00252732	3	1437107035
22	605120018	41	1446540290
17	16590925	71	1449919299
23	02680616	9	1442151753
10	49825131	11	1441267856
24	654350151	18	1454538626
25	00252732	15	1445037568
33	605120018	98	1445296408
5	208021500	51	1435842481
22	551544727	95	1430247586
19	61787188	97	1430602670
7	654350151	97	1446161324
8	61787188	9	1445006037
25	654350151	47	1435943506
17	551544727	34	1455980274
19	06412460	27	1433806679
32	06412460	76	1454570858
34	00252732	88	1433604194
17	05970148	95	1452121327
21	208021500	54	1442561019
26	61787188	57	1452551275
29	37808162	84	1437788969
1	208021500	43	1433577031
5	02680616	94	1437648830
21	02680616	2	1451550155
23	605120018	96	1448235757
12	61787188	81	1436333145
19	06412460	69	1430625180
40	49825131	52	1451335835
3	02680616	35	1427360544
24	688750102	94	1439121941
27	688750102	28	1429961624
25	61787188	37	1446255035
32	16590925	80	1444167003
26	00252732	95	1431663712
36	49825131	24	1432745583
9	654350151	90	1452993465
1	551544727	97	1446698409
17	61787188	40	1427309244
40	551544727	63	1436202805
25	551544727	43	1449612988
8	605120018	18	1432681288
29	37808162	12	1441261673
8	37808162	100	1429832561
30	654350151	6	1451947335
40	61787188	37	1436957885
6	688750102	71	1428502722
28	02680616	33	1448086647
33	49825131	9	1446668767
26	16590925	61	1455222293
3	688750102	62	1447214308
10	00252732	17	1440955883
16	05970148	37	1427599792
12	61787188	55	1440608148
24	49825131	68	1456105720
20	16590925	7	1455918644
18	208021500	34	1449511591
36	605120018	63	1456647683
13	208021500	85	1435448537
19	06412460	31	1444833404
35	16590925	20	1436477994
6	688750102	25	1429886770
11	49825131	58	1455506266
11	05970148	23	1439117094
18	49825131	27	1427116221
31	49825131	49	1432405678
14	06412460	100	1430403307
23	06412460	68	1454696592
14	49825131	65	1434543504
33	208021500	55	1430305638
26	551544727	91	1443288009
29	05970148	88	1428562862
28	37808162	30	1453237415
34	688750102	64	1457470748
21	49825131	42	1429865666
16	605120018	44	1446906090
2	688750102	49	1434801505
30	16590925	2	1439292218
12	654350151	47	1436697935
13	05970148	44	1447611150
24	605120018	86	1457352681
20	16590925	89	1436048130
14	00252732	42	1442511301
29	02680616	44	1428248703
16	654350151	51	1450256043
6	61787188	45	1434211912
7	654350151	44	1444506093
38	654350151	70	1430347994
5	02680616	38	1429976984
4	16590925	93	1451312438
3	654350151	82	1432703026
27	208021500	98	1443316647
2	551544727	76	1441407284
9	05970148	19	1452438662
24	37808162	55	1439214852
18	605120018	43	1451346628
33	16590925	48	1438853236
17	49825131	90	1449013036
11	551544727	90	1457485633
3	00252732	28	1453050043
16	05970148	77	1435678226
5	05970148	45	1430005755
3	605120018	82	1433256513
26	688750102	43	1443273165
13	16590925	39	1451135672
13	49825131	70	1455001794
40	16590925	72	1437191414
16	05970148	37	1438029493
28	05970148	4	1427068600
1	02680616	56	1456359746
24	605120018	46	1457542137
27	551544727	4	1455133889
40	16590925	8	1436084427
31	00252732	7	1452875623
10	37808162	15	1442945424
18	654350151	20	1433264050
35	551544727	17	1450442728
15	37808162	38	1448981151
17	00252732	25	1446626404
14	688750102	9	1438930331
27	551544727	12	1438547724
7	37808162	75	1429025451
27	16590925	47	1433844308
23	688750102	82	1448147593
7	605120018	73	1446946314
31	605120018	70	1454563924
15	02680616	19	1432093469
35	02680616	73	1430422956
12	654350151	9	1451878502
17	02680616	42	1455786184
18	208021500	41	1434981712
29	37808162	50	1435032313
10	208021500	47	1434003309
27	16590925	72	1455770281
36	208021500	36	1447968524
35	654350151	35	1451051845
21	05970148	35	1449284138
16	688750102	6	1430552023
19	605120018	55	1442073580
38	02680616	96	1433698823
36	02680616	23	1438840404
15	16590925	44	1426035441
10	49825131	7	1454075985
27	61787188	7	1427865733
10	61787188	47	1453340406
29	654350151	50	1438080785
20	16590925	91	1454893739
40	605120018	60	1426831402
16	605120018	49	1431124211
12	00252732	30	1432641000
35	49825131	85	1438772533
3	06412460	47	1448711503
36	61787188	19	1439718046
23	688750102	57	1427259394
16	37808162	2	1434112697
30	06412460	76	1432037705
6	49825131	60	1452410367
19	551544727	36	1446774543
17	605120018	7	1436161216
8	688750102	49	1428289384
11	654350151	26	1454928952
31	654350151	53	1453003191
38	551544727	24	1447809598
39	605120018	57	1434573892
15	16590925	45	1431920377
31	00252732	55	1439849095
21	208021500	57	1430120456
26	208021500	18	1434067452
22	208021500	48	1448105895
11	16590925	77	1433835677
38	61787188	49	1449171307
27	551544727	20	1440243866
1	605120018	38	1440264599
32	00252732	13	1447672582
28	05970148	28	1445221522
2	688750102	98	1436734352
3	00252732	58	1434555249
18	37808162	39	1427948780
31	16590925	55	1443754260
15	654350151	75	1447483026
40	37808162	64	1452453187
11	16590925	87	1443857134
22	654350151	98	1428069724
37	00252732	70	1437324151
18	05970148	90	1430962912
31	02680616	2	1447194731
38	37808162	1	1426888053
14	605120018	97	1441927549
31	688750102	94	1454069711
9	49825131	99	1439678641
18	49825131	96	1444381533
21	37808162	50	1426636458
27	05970148	54	1445595480
35	02680616	39	1436565822
32	05970148	66	1446517330
17	61787188	76	1438439949
40	06412460	84	1448959955
23	00252732	21	1455987435
26	654350151	54	1453241347
24	654350151	22	1431899651
28	688750102	15	1452330097
22	688750102	18	1431011284
25	551544727	82	1430207134
3	06412460	86	1427517388
11	61787188	3	1448409981
16	551544727	23	1434644475
9	06412460	23	1435604153
36	208021500	73	1449306712
14	551544727	29	1456171181
34	688750102	74	1451689091
21	00252732	41	1448832053
8	49825131	99	1448559479
12	654350151	77	1438709635
5	37808162	17	1450288041
10	551544727	20	1456534386
8	654350151	51	1428514713
13	61787188	60	1447661421
35	05970148	36	1436244089
4	208021500	73	1447330429
36	37808162	64	1436749580
16	06412460	99	1448472493
11	37808162	77	1432803020
17	02680616	10	1431476584
27	02680616	56	1435391376
27	02680616	86	1431867544
13	06412460	62	1453693598
12	37808162	14	1441158777
25	16590925	60	1428351719
29	551544727	41	1428720532
5	06412460	19	1427289629
38	06412460	15	1448080880
7	49825131	51	1453846613
28	688750102	59	1443542755
32	06412460	28	1430147599
5	654350151	62	1451040213
14	551544727	6	1428534069
12	16590925	62	1457305218
23	06412460	98	1434551256
17	551544727	99	1451386606
21	61787188	54	1454727943
20	61787188	53	1445318976
23	208021500	67	1456265990
14	208021500	64	1449733783
23	551544727	3	1433892255
8	06412460	69	1426444560
32	05970148	48	1430493852
7	16590925	53	1437825775
39	208021500	32	1435907609
11	688750102	5	1435190054
34	654350151	2	1456121743
18	49825131	75	1441893822
17	605120018	3	1433946717
16	688750102	66	1446568097
13	16590925	59	1431961167
4	49825131	15	1434768856
26	208021500	13	1444143212
34	61787188	4	1446795731
34	00252732	77	1428191724
31	00252732	23	1454191223
3	37808162	85	1441685802
39	208021500	73	1436586495
11	37808162	88	1435475277
15	06412460	23	1436080925
26	02680616	58	1457454373
4	688750102	93	1435245192
5	61787188	29	1427183031
14	02680616	32	1451786395
38	00252732	58	1439742309
11	654350151	74	1441679915
8	37808162	51	1450285102
9	654350151	78	1429644016
7	208021500	85	1452174049
2	05970148	69	1430442074
24	654350151	53	1454928114
36	49825131	12	1457041570
32	06412460	65	1426067974
20	02680616	77	1431008104
28	06412460	46	1439956292
13	605120018	52	1443775649
25	605120018	68	1446657302
34	208021500	46	1447897386
38	06412460	56	1430881855
38	37808162	30	1451794682
20	05970148	62	1442317594
38	688750102	52	1435294156
13	605120018	10	1438098757
39	05970148	96	1427860693
20	00252732	73	1456536197
35	654350151	25	1443309306
33	605120018	3	1443730361
23	00252732	47	1432389429
4	654350151	38	1446818711
33	551544727	76	1444160254
3	00252732	73	1448755768
15	654350151	31	1433901594
3	654350151	18	1427157908
9	16590925	54	1429396837
20	208021500	96	1442057335
28	61787188	24	1456085809
28	208021500	20	1456064437
4	49825131	52	1439869188
2	37808162	59	1433591250
7	16590925	60	1454947762
9	06412460	42	1442920914
31	208021500	76	1450398655
25	06412460	49	1452700984
31	16590925	13	1445525226
30	16590925	56	1431079685
9	06412460	38	1438221090
29	06412460	78	1437840201
7	605120018	29	1445820207
19	00252732	69	1437653068
25	605120018	86	1436203249
40	16590925	49	1443073414
34	49825131	41	1433121634
29	49825131	32	1431342553
3	02680616	19	1432143962
28	16590925	50	1431138391
4	37808162	44	1432681588
13	49825131	67	1434897947
37	06412460	23	1437051353
10	06412460	65	1457373143
24	06412460	88	1446479880
19	688750102	55	1456128312
19	37808162	67	1425968775
2	605120018	21	1457172546
5	02680616	17	1430322021
16	49825131	67	1448645246
31	16590925	41	1438758254
5	49825131	58	1432693390
13	06412460	89	1442010164
14	05970148	24	1446324493
33	37808162	14	1438318429
28	688750102	97	1450632513
17	06412460	48	1445554550
38	208021500	42	1452097149
29	688750102	22	1427033042
40	551544727	51	1429042224
21	208021500	10	1447011768
39	208021500	75	1456032471
36	06412460	87	1453559564
14	551544727	89	1441322145
11	02680616	37	1427985014
12	551544727	18	1452600597
17	02680616	32	1429319161
11	06412460	53	1432425310
32	37808162	35	1440803942
21	06412460	7	1439920106
5	16590925	8	1437154537
26	208021500	93	1447635012
31	05970148	12	1448954685
4	49825131	42	1451237202
24	02680616	26	1426399329
28	16590925	49	1456353001
25	00252732	58	1436240938
32	61787188	82	1444308880
18	37808162	12	1429593990
28	654350151	26	1446472764
23	688750102	3	1439092500
18	06412460	55	1433592061
1	61787188	93	1454396105
22	05970148	53	1441832795
15	00252732	72	1450905930
1	208021500	50	1435578013
24	00252732	61	1433796113
40	06412460	23	1441486590
40	37808162	1	1450489875
7	00252732	96	1448813272
14	551544727	71	1428654556
8	688750102	79	1435996992
22	605120018	75	1435462257
13	49825131	13	1444432943
11	208021500	21	1457334601
16	551544727	48	1434164237
26	49825131	59	1426599459
10	00252732	93	1450413305
8	05970148	74	1438769842
20	61787188	20	1436935523
13	61787188	93	1432916278
38	37808162	70	1436509414
17	208021500	69	1438312483
11	02680616	54	1450714834
12	02680616	43	1439231206
39	61787188	34	1441060141
13	05970148	89	1442069721
9	00252732	92	1431724640
26	00252732	30	1442982041
21	02680616	87	1438782337
28	37808162	64	1432320326
26	208021500	85	1428860499
6	61787188	7	1432247681
28	37808162	90	1426534552
9	49825131	26	1433714515
26	688750102	13	1452149538
39	551544727	2	1437425206
21	605120018	41	1429169544
40	688750102	28	1435641277
13	605120018	58	1444420395
13	208021500	96	1427272162
31	605120018	91	1442676660
30	605120018	70	1454286313
38	06412460	58	1435432865
33	605120018	36	1431285918
22	654350151	4	1447896359
26	06412460	81	1441577736
29	605120018	17	1448755385
35	16590925	98	1439760548
28	16590925	18	1450728152
20	06412460	60	1457345362
16	688750102	54	1439002730
17	688750102	47	1444940519
28	00252732	8	1446939329
18	605120018	13	1428626276
17	551544727	14	1438187698
30	49825131	45	1456018072
31	688750102	92	1450211004
8	49825131	46	1442370972
9	654350151	35	1433386881
24	605120018	58	1454425361
7	551544727	93	1427274809
17	605120018	36	1454345928
14	61787188	14	1438183022
12	06412460	40	1450328601
38	16590925	22	1438483390
1	16590925	96	1446217787
16	208021500	92	1444959327
31	02680616	21	1427233497
5	654350151	98	1435086891
28	06412460	79	1453184673
17	16590925	86	1429332745
40	02680616	30	1450748583
2	06412460	80	1451041528
1	688750102	70	1437158719
11	00252732	44	1448532750
21	654350151	85	1451315955
30	551544727	19	1436474135
25	06412460	62	1439885407
39	16590925	33	1452110066
38	37808162	94	1433099615
11	05970148	61	1453305639
5	551544727	48	1432254498
9	654350151	3	1455465105
34	654350151	79	1440590315
19	688750102	56	1435129550
19	605120018	44	1446259162
24	16590925	32	1438461442
32	06412460	68	1444805777
19	688750102	16	1428697180
5	551544727	60	1440486153
16	02680616	99	1431458345
28	605120018	36	1425959042
7	37808162	56	1431848173
30	06412460	37	1445646230
15	605120018	93	1439047652
18	05970148	100	1435632867
35	208021500	86	1428748743
5	61787188	41	1448895181
40	05970148	20	1428530158
19	06412460	64	1430391205
7	49825131	26	1438988012
6	00252732	77	1445225204
7	654350151	75	1444370727
18	02680616	38	1432914359
16	654350151	87	1432990074
33	37808162	76	1432504820
26	05970148	45	1437053116
18	688750102	35	1444161861
26	00252732	78	1426981875
26	06412460	97	1444192850
33	208021500	13	1434212341
38	05970148	77	1435033642
5	49825131	9	1455457847
12	551544727	60	1457090182
21	688750102	91	1429804068
8	605120018	91	1451464257
25	208021500	43	1442325168
22	49825131	32	1446318808
29	05970148	73	1442141579
18	06412460	26	1427470570
28	37808162	40	1452025793
2	05970148	34	1426473863
3	688750102	98	1431731795
7	208021500	67	1442649843
23	688750102	14	1432933685
19	00252732	96	1453324526
2	06412460	89	1433447641
15	16590925	45	1452138252
15	605120018	10	1434825425
38	654350151	62	1456972914
39	61787188	7	1445713784
35	551544727	49	1449025511
9	06412460	24	1444944854
38	00252732	34	1434713485
32	61787188	33	1451428123
32	208021500	57	1452882743
35	05970148	36	1457416509
7	688750102	95	1441540789
35	61787188	37	1445160775
34	551544727	41	1435299373
32	00252732	23	1442199534
11	05970148	51	1425986865
13	551544727	1	1429755169
11	16590925	54	1450942987
39	61787188	71	1435261948
26	654350151	67	1447933185
10	61787188	39	1436651088
15	688750102	92	1438172951
25	49825131	12	1443257267
8	61787188	100	1440395298
12	00252732	16	1429550731
15	605120018	100	1435672634
6	688750102	26	1428342823
31	688750102	71	1449758174
30	16590925	66	1432373370
7	02680616	64	1448822779
38	05970148	77	1440753989
4	654350151	35	1448089240
7	49825131	7	1442904256
6	208021500	14	1454732007
1	61787188	1	1450404238
8	37808162	83	1426451973
10	16590925	37	1450031782
13	551544727	69	1436929251
17	688750102	30	1446700058
8	605120018	27	1451167637
33	02680616	4	1430165681
24	02680616	91	1427859104
30	05970148	65	1426650616
2	61787188	74	1446167266
22	05970148	50	1432912051
11	05970148	13	1454106465
12	551544727	60	1453027268
10	02680616	6	1456369126
33	37808162	85	1457350288
31	00252732	96	1428127404
25	654350151	67	1436865343
32	49825131	62	1455574496
7	61787188	26	1440578692
7	605120018	42	1446488963
15	208021500	20	1447608217
35	05970148	37	1444368284
36	61787188	21	1456261856
16	605120018	82	1452621434
14	605120018	19	1430259647
37	06412460	20	1438204249
16	551544727	2	1428965542
3	208021500	76	1454290824
13	49825131	11	1428646700
5	00252732	79	1442133257
7	551544727	80	1443568645
37	00252732	25	1449692547
8	00252732	99	1429210129
6	00252732	12	1435181026
25	654350151	72	1430452065
37	61787188	61	1440003985
21	551544727	99	1451757932
4	49825131	67	1432847313
2	37808162	38	1434501995
39	61787188	64	1431522243
33	208021500	43	1448016339
4	00252732	88	1448035816
5	654350151	22	1427675396
32	208021500	94	1432991826
36	208021500	40	1450256063
36	688750102	25	1437028037
40	654350151	73	1456018211
36	208021500	49	1430518734
12	551544727	39	1443179001
22	49825131	18	1433412038
37	02680616	57	1441943632
10	00252732	45	1437827495
21	00252732	36	1432176749
2	654350151	91	1444331708
9	551544727	36	1445304882
19	06412460	25	1432714034
36	16590925	84	1447646101
35	61787188	17	1429420601
34	208021500	8	1453944826
40	654350151	8	1451633843
39	05970148	69	1431033225
9	551544727	7	1448097540
14	16590925	62	1439691242
32	16590925	59	1454329460
2	00252732	78	1427669763
12	05970148	81	1432348593
